run,task,partition,threshold,n,tp,fp,tn,fn,accuracy,balanced_accuracy,sensitivity,specificity,positive_precision,positive_f1,n_predicted_positive,is_primary_selected,is_secondary_selected
full_multimodal,er,val,0.76,159,113,3,31,12,0.9056603773584906,0.9078823529411765,0.904,0.9117647058823529,0.9741379310344828,0.9377593360995852,116,False,False
full_multimodal,er,val,0.77,159,111,2,32,14,0.89937106918239,0.9145882352941177,0.888,0.9411764705882353,0.9823008849557522,0.9327731092436975,113,False,False
full_multimodal,er,val,0.78,159,111,2,32,14,0.89937106918239,0.9145882352941177,0.888,0.9411764705882353,0.9823008849557522,0.9327731092436975,113,False,False
full_multimodal,er,val,0.79,159,110,2,32,15,0.8930817610062893,0.9105882352941177,0.88,0.9411764705882353,0.9821428571428571,0.9282700421940928,112,False,False
full_multimodal,er,val,0.8,159,108,2,32,17,0.8805031446540881,0.9025882352941177,0.864,0.9411764705882353,0.9818181818181818,0.9191489361702128,110,False,False
full_multimodal,er,val,0.81,159,101,2,32,24,0.8364779874213837,0.8745882352941177,0.808,0.9411764705882353,0.9805825242718447,0.8859649122807018,103,False,False
full_multimodal,er,val,0.82,159,98,2,32,27,0.8176100628930818,0.8625882352941177,0.784,0.9411764705882353,0.98,0.8711111111111111,100,False,False
full_multimodal,er,val,0.83,159,94,2,32,31,0.7924528301886793,0.8465882352941176,0.752,0.9411764705882353,0.9791666666666666,0.8506787330316741,96,False,False
full_multimodal,er,val,0.84,159,82,2,32,43,0.7169811320754716,0.7985882352941176,0.656,0.9411764705882353,0.9761904761904762,0.784688995215311,84,False,False
full_multimodal,er,val,0.85,159,75,2,32,50,0.6729559748427673,0.7705882352941176,0.6,0.9411764705882353,0.974025974025974,0.7425742574257426,77,False,False
full_multimodal,er,val,0.86,159,56,2,32,69,0.5534591194968553,0.6945882352941176,0.448,0.9411764705882353,0.9655172413793104,0.6120218579234973,58,False,False
full_multimodal,er,val,0.87,159,41,2,32,84,0.4591194968553459,0.6345882352941177,0.328,0.9411764705882353,0.9534883720930233,0.48809523809523814,43,False,False
full_multimodal,er,val,0.88,159,18,2,32,107,0.31446540880503143,0.5425882352941176,0.144,0.9411764705882353,0.9,0.24827586206896549,20,False,False
full_multimodal,er,val,0.89,159,0,0,34,125,0.2138364779874214,0.5,0.0,1.0,0.0,0.0,0,False,False
full_multimodal,er,val,0.9,159,0,0,34,125,0.2138364779874214,0.5,0.0,1.0,0.0,0.0,0,False,False
