task,modality,feature,mean_abs_shap,rank
pam50_normal_like,genomic,MYBL2,0.015557294963279672,16
pam50_normal_like,genomic,BIRC5,0.01483517563862291,17
pam50_normal_like,genomic,PHGDH,0.014372459502155351,18
pam50_normal_like,genomic,EGFR,0.013120799862811883,19
pam50_normal_like,genomic,CENPF,0.012429439570391878,20
pam50_normal_like,genomic,NAT1,0.012130234293350056,21
pam50_normal_like,clinical,nodal_N1,0.011371051995195922,22
pam50_normal_like,genomic,CDH3,0.010837971447285589,23
pam50_normal_like,genomic,CDC20,0.010155055638478318,24
pam50_normal_like,clinical,nodal_N2,0.009938070775243748,25
pam50_normal_like,genomic,FGFR4,0.009669842045965521,26
pam50_normal_like,genomic,CCNE1,0.009460000680768927,27
pam50_normal_like,genomic,KRT14,0.008587565121844477,28
pam50_normal_like,clinical,stage_I,0.008331472385526006,29
pam50_normal_like,genomic,FOXA1,0.007793058845190647,30
pam50_normal_like,genomic,TMEM45B,0.007431081272427272,31
pam50_normal_like,genomic,RRM2,0.007320287113436551,32
pam50_normal_like,genomic,PGR,0.007231521140873552,33
pam50_normal_like,genomic,ERBB2,0.0070104519180965875,34
pam50_normal_like,clinical,stage_IV,0.00680206040178216,35
pam50_normal_like,genomic,BLVRA,0.006667958468074134,36
pam50_normal_like,genomic,MMP11,0.006298925921079995,37
pam50_normal_like,genomic,CXXC5,0.006162130219883517,38
pam50_normal_like,genomic,ORC6L,0.006026374197969207,39
pam50_normal_like,genomic,SFRP1,0.005980517945239112,40
pam50_normal_like,genomic,TYMS,0.005943661767117137,41
pam50_normal_like,genomic,BCL2,0.005942753204149439,42
pam50_normal_like,genomic,MELK,0.0057287599587984685,43
pam50_normal_like,genomic,ACTR3B,0.0053158372490601825,44
pam50_normal_like,genomic,PTTG1,0.005005264058321183,45
pam50_normal_like,genomic,KIF2C,0.004905157066383314,46
pam50_normal_like,genomic,UBE2T,0.004885910309996146,47
pam50_normal_like,genomic,BAG1,0.004723575881102259,48
pam50_normal_like,genomic,GPR160,0.004654491825312966,49
pam50_normal_like,genomic,SLC39A6,0.004399985845869426,50
pam50_normal_like,genomic,MDM2,0.004360099506205823,51
pam50_normal_like,clinical,nodal_N3,0.004148395926942466,52
pam50_normal_like,genomic,NDC80,0.0038415280969227904,53
pam50_normal_like,genomic,MYC,0.0038266878697601494,54
pam50_normal_like,genomic,UBE2C,0.0034482930613765382,55
pam50_normal_like,genomic,NUF2,0.0033958026247703854,56
pam50_normal_like,clinical,stage_Unknown,0.003322475210169964,57
pam50_normal_like,genomic,MIA,0.003107821947211398,58
pam50_normal_like,genomic,KRT5,0.002787975686583205,59
pam50_normal_like,genomic,MKI67,0.0027857036144035494,60
pam50_normal_like,clinical,nodal_Unknown,0.0016588644606301882,61
pam50_normal_like,clinical,sex_male,0.0008537818129314425,62
survival,clinical,age,0.46517650836150254,1
survival,clinical,nodal_N0,0.36097790699125515,2
survival,clinical,nodal_N2,0.1345090312566794,3
survival,clinical,stage_III,0.13036758439195203,4
survival,clinical,stage_II,0.12041908787684356,5
survival,genomic,MAPT,0.082977672002695,6
survival,genomic,ANLN,0.07831487279926466,7
survival,genomic,CEP55,0.07361374890425719,8
survival,clinical,nodal_N1,0.07194473439715589,9
survival,genomic,CDC6,0.06665649235916207,10
survival,genomic,ESR1,0.05873400837380152,11
survival,genomic,FOXC1,0.058338760891037546,12
survival,genomic,NAT1,0.05641338551559012,13
survival,clinical,stage_I,0.049349287044206665,14
survival,clinical,stage_IV,0.04541629895415765,15
survival,genomic,KRT17,0.041986231607055974,16
survival,genomic,CCNB1,0.04172959884432292,17
survival,genomic,RRM2,0.030736214504067855,18
survival,genomic,CENPF,0.0295118241706949,19
survival,genomic,CXXC5,0.028948084733667806,20
survival,genomic,ERBB2,0.02774065943636991,21
survival,genomic,GRB7,0.027277558940586998,22
survival,clinical,nodal_N3,0.02589748012224416,23
survival,clinical,stage_Unknown,0.023139030968806446,24
survival,genomic,BLVRA,0.020485564907247303,25
survival,genomic,EXO1,0.020450395282927677,26
survival,genomic,TMEM45B,0.018209669397291815,27
survival,genomic,MLPH,0.0170943485199309,28
survival,genomic,MYBL2,0.016127944858958562,29
survival,genomic,PHGDH,0.015448165314225935,30
survival,genomic,CCNE1,0.015372316472179456,31
survival,genomic,BCL2,0.014153290802131535,32
survival,genomic,BIRC5,0.013637501998761986,33
survival,genomic,FGFR4,0.012261580764861906,34
survival,genomic,KRT14,0.011944489680211182,35
survival,genomic,SLC39A6,0.011669398179388207,36
survival,genomic,CDH3,0.011472467994525476,37
survival,genomic,PGR,0.010908004785855564,38
survival,genomic,MYC,0.01061957480717813,39
survival,genomic,GPR160,0.010454616187829193,40
survival,genomic,BAG1,0.008265377125083021,41
survival,genomic,ACTR3B,0.008063358216320017,42
survival,genomic,MIA,0.007947194333263758,43
survival,genomic,SFRP1,0.007559428435726352,44
survival,genomic,EGFR,0.007325411654264846,45
survival,genomic,MELK,0.007013931713403583,46
survival,genomic,MDM2,0.006849580831844471,47
survival,genomic,KRT5,0.006664959273679237,48
survival,genomic,MKI67,0.005946889774557794,49
survival,genomic,MMP11,0.0057652157163745905,50
survival,genomic,NDC80,0.005615206160696409,51
survival,genomic,UBE2T,0.005462178356749219,52
survival,genomic,ORC6L,0.005244130395218655,53
survival,clinical,nodal_Unknown,0.004802692397686413,54
survival,genomic,UBE2C,0.0046989477348102476,55
survival,clinical,sex_male,0.00447080374693101,56
survival,genomic,CDC20,0.0041857635584126975,57
survival,genomic,FOXA1,0.004087210747710867,58
survival,genomic,TYMS,0.003902211194963373,59
survival,genomic,NUF2,0.003870887055130564,60
survival,genomic,KIF2C,0.003181564452209557,61
survival,genomic,PTTG1,0.003026592235513062,62
